Comment,Sentiment Score
"11:00
Can someone tell me why 9 auto focus points doesn't affect to the video quality? I was confused what to buy between 77d and SL2, and I'll definitely buy SL2 thanks to Sean, but still I want to know why auto focus points affects on the photo quality not the video quality :D",0.8462
"Hey Sean! Do you feel this Canon SL1  is a better vlogging camera than the Panasonic G7? If So, why?",0.5502
Which is better this or a t6?,0.4404
Hey Sean! Can you tell me how long can it take uninterrupted recording? Can it be used to record talks or presentations?,0.0
"Hi, great video! I'm thinking to buy this camera, the only thing I would like to make sure is if with this camera is possible to create the background blury effect...",0.8832
This camera can be compared to the Nikon D3400,0.0
which lense should i upgrade to with this camera  i am a tech youtuber,0.0
Hi Sean~ thank you for this! Is this good also for close ups say accurate color and close ups on makeup tutorials?,0.7325
This was extremely informative! I️ appreciate your knowledge of this camera! Bought one today! So excited to work with it!,0.7798
"subscribe to my channel guys
i subscribe you too 
thanks you :)",0.7096
Hello. İ have questions.  Nikon D3400 & Canon SL2. Which one is good for photo (not vlogging)? Which one take a picture very sharpness and very beautiful?,0.8153
Is it better than eos 750d for photographing ?,0.4404
"Excellent review, it has helped me decide to buy this.  Cheers!",0.8233
"DUDE!  LISTEN.  AT THIS POINT IN THE TECH ADVANCEMENT GAME, THE BATTLE WHICH THE ORDINARY LITTLE GUY IS FIGHTING IS TO FIND AN AFFORDABLE 4K CAMERA WHICH ALSO DOES 60FPS.  ANY-1 WANTING ON-ITS-WAY-OUT 1080P SHOULD GET A USED POINT&SHOT.",-0.6284
bought this camera because of your video,0.0
This is the video review i wanted to see. Thank your for posting it😃,0.3612
it is very good but one most Problem .it has just 9 focus point.,-0.4391
it is very good but one most Problem .it has just 9 focus point.,-0.4391
Did anybody else have to keep looking stuff up on google because they didn't understand the camera gibberish he was saying......no just me? Ok.,0.296
"Very informative videos, I am wondering why size matters in a camera, they don't vary in size much, why is smaller better? Or is it? I am thinking of buying the T6i after the new year, it seems very comparable to the SL2, but it's a little larger.",0.3313
Seems im going to buy this crazy deal with tons of features! This model doesn't need any promo. It sells itself! Tons of features with expandable possibilities! 💯,-0.5612
Thank you so much for what you do. Your really helping me out. I'm just starting up my page and I'm learning a lot from you,0.6115
Great presentation,0.6249
If you had to compare it with the LumixG85 and this one which one would you choose for a vlogging camera? I'm torn between them,-0.25
How long is recording time? Would you recommend this for beginner journalist? I'm doing interviews for class and a roll and b roll footage.,0.4329
I just bought my first dslr/sl2 camera today and I'm so exctited to use it! I've been subscribed to you for over a week now and thank you so much for helping us by making so great contents!! Please continue guide us well! Have a nice day and greetings from Norway^^ Martin.,0.9667
"hi sean, I really need your help I can seem to be able to connect my mic ( the same one in your video) to my camera ( SL2) can you please help me?",0.8035
STILL NOT CHEEP ...I WANT SOMETHING JUST OVER A CELL PHONE THAT DOES COST AN EAR AND LEG !!!......,-0.39
Hey just wondering do u really wear that headband out and about? Or was that just a joke?,0.3736
"Im starting a show where there will be multiple host, would this be a good starter camera for that?",0.4404
Awesome video Sean :) I'm definitely considering purchasing the Canon Rebel SL2 based largely on your video and other review videos I've watched. Quick question if you've ever done it yourself is it possible to connect and operate an XLR microphone into the camera using an XLR to 3.5mm jack adapter?.,0.8481
Great video! Buying SL2 as soon as I get my next salary lol,0.8016
"Do you recommend buying this camera with the kit for $699 on amazon or buying the camera with the kit plus some other stuff like a bag, filters and memory cards for $699 on amazon??",0.7757
Does it do 4k?,0.0
"Uhg idk I what to buy I own the g7 rn, was looking at getting the canon 70d, but idk if I should get this one please help!🙏🏻",0.3489
Would you still recommend this camera. Even if I️ want to do sports photography,0.4215
"What camera should I get for my first camera for video and photography?!? (Canon t5i, Canon SL2, or Canon t6s)",0.0
I'd love to see you do a sl2 versus iphone 8 comparison.,0.6369
How good is a canon powershot sx60 powershot compared to this?,0.4404
Just saying that the mic he was using was the rode videomicro,0.0
I paid the SL2 400€,0.0
Is this camera available in the UK or known as a different model in the UK as i cannot find it.,0.0
Hey Sean! You mentioned the aftermarket batteries for the SL2 but I can't seem to find them. I am ordering from Canada. Can you let me know which are the best please? Thank you!,0.9272
I have a Canon Rebel T6i. Is it worth selling and upgrading to the SL2?,0.0772
HEY! Do you know if you can hook up the SL2 to an external monitor for a LIVE view of what you're shooting?,0.0
"Just ordered from B & H on a price match for $499 delivered. Amazing value vs 7ti, 77D and 80D. $150-$500 savings.",0.7351
"Now you got me thinking about adding to go with my current Canon DSLR,  I already use a Sony a6000 as my second camera, its an awesome camera it has wifi and a crazy AF system but being able to use Canon lenses  hmmmm. 
My main use  for it  would be to take photos for online clients and social media since it has wifi which my main DSLR does not have.",0.2144
Hi Sean which one would you go for out of the SL2 or 70 d as prices are simliar in the ukand i have a lot of pro u tube videos i need to do? Many thanks Sean Harris,0.4404
Does it over heat,0.0
You Videos Are Helping Me So Much With Starting With YouTube Channel,0.296
How do you get your videos so smooth fo you use a gimbal?,0.0
"i juz decide to buy 800d , and yet i saw this video adn i change my mind.... going to get a sl2",0.0
"700d or 200d or 800d???
which is the best? please reply going to buy my first dslr camera.
does these have image stbilization",0.8156
Is 200d is good for bird PHOTOGRAPHY ? I am interesting in Birds,0.6808
"Thank you for the video. For pics, do you recommend this sl2 or the t6i? Thank you",0.7579
Just bought the sl2 can't wait till it arrives,0.0
Very helpful! Thank you!,0.7547
How much is it,0.0
"I know you said the other version of this camera would be better for photograph pictures,  but will I still be able to the semi good pro pictures with this camera.",0.7003
*Great Review!*   Looks like I'll be updating my YouTube Channel with this new camera.  Buying today!  I've been researching for a while now and I think this is exactly what I'm looking for.,0.4738
hey sean which is better canon sl2 or canont7i,0.4404
Is that area in San Diego over by Black Mountain?,0.0
I heard somewhere that SL2 doesn't perform well in Low light in video recording as compared to other Canon cameras. Is that true?,-0.0294
Is it better than 750d for photography? please suggest.,0.6369
"But can it it on standard tripods? I want to get a tripod with a cross bar for the ""food angle"" above the table.Does this work with any of the tripods or is there a particular size?",0.168
"Don't know about cameras but i want one with:
       live preview screen,
       shoots full frame,
       and has someplace to install an external flash
Does this camera have this?",0.1154
great review,0.6249
this is a great video so well explained and this is my next camera. also liked how you broke down you don't have to spend alot to get a great camera with great features.,0.9402
Hey what do you think is a good camera for recording video for tech reviews on YouTube and want good photos too. Something that can use am external mic and is between 600-800,0.7269
"Sl2 or T6i for a all around mix of videography, photography, and occasionally vlogging (mainly Traveling) what’s your opinion?",0.0
"I just bought this camera based on your review, thanks Sean!!",0.5399
I purchased the camera before watching your video and it looks like I made a good choice! I was able to purchase a bundle pack that has extra lens! I cannot wait until I actually have it in my hand!!,0.8679
"which one is better 
canon 200d or 750d",0.4404
Hey Sean!  Thank you for the awesome video on the Canon 200D.. I am a looking to getting this camera for my new YouTube Channel. I had a question on this camera. Is it a good camera for live streaming. Is this camera even capable for that?,0.908
What is the best all round camera for out doors and vlogging at a cheap price?,0.6369
"hey sean! Is canon sl2 a good option for PICTURE BLOGS?
Is sl2 capable of good photography?",0.8423
Hey all. I have a D3400 and I’m thinking of upgrading. Any suggestions? I don’t necessarily want to stay with a Nikon and I was actually thinking of the Sony A6300. Any suggestions or ideas?,0.168
"Great video Sean. I bought this camera. I just need your help deciding on a lens for videos. I've already watched your other video about lenses, where you were recommending the 24mm as the YouTube lens, but in almost all your videos, in the description it says you're using the 10-18 mm one. So I'm not sure which one to go for?  Would the 24mm one work with the Ring Light, considering the ring light needs to be close to you, but the 24mm lens it's more ""zoomed"" in than the 10-18mm one, in order to achieve a similar shoot like yours, capturing half way up of the body? Or do I need the 10-18 one? P:s I'm not really interested in the wide angle.",-0.4662
I have this camera and made a travel video with it to New York City earlier this year. Everything was shot with this camera. I love it!,0.6696
This camera or the Canon T7I???,0.0
"Hi! Very cool review. But two questions:
1. It's good for filmmaking? I want to make no youtube-video, I mean art short movies (or no short) ets for any festivals. And do manual focus, take audio not from camera. Just I don't see better choice than that Canon. Or maybe Sony a5100. 'Cause no budget, and I need advice from smart man (alvo from smart subscribers).
2. Can I put in picture profiles like c-log in that Canon?
Thanks!",0.9007
"Amateur photographer here.

I just moved from a SLR (Olympus OM2 - yeah) to DSLR. I bought the SL2/200D and couldn't be happier about it. I see people complaining about having only 9 AF points. Well, that's lazy... I had none and that has never been an issue for me! Wanna track high speed objects? Use the center one and keep you subject on focus! 

I'm very happy with the overall result. I've been able to shoot fantastic pictures with it and I highly recommend it for beginners, prosumers or even professionals as a backup camera (because it's light yet fully capable).",0.796
"What's the maximum video length you can records on the SL2? Also.. If i was to buy a new camera today, would you recommend 70D as I saw on your other older videos, or the SL2?",0.4329
which one is better for photography in Nikon D5300 and Canon EOS 200D,0.4404
Does anyone know if the HDMI output is true 1080p? Other cheaper canon DSLR didn't used to output true 1080p via HDMI out.,0.6808
"Cheers for such professional video. Would you recommend this over the Panasonic G7? given that both are almost the same price, but G7 has 4k, while the 200D has the Dual Pixel AF. My main uses of the camera are makeup tutorial videos on tripod, and makeup before/after still photos (not studio setup, so sometimes low light..etc). I started by looking at the 200D, then went up to the 800D, then to the Panasonic G7, then now back to the 200D, so confusing. I appreciate your input. thanks in Advance.",0.65
"Hey Sean! I'm having a really hard time deciding between a couple of cameras. I'm starting a YouTube page devoted mainly to toy hunting and vlogging. So low light, image stability, and auto focus is all important. I've been looking at a few different cameras: the Sony a5100, Canon g7x Mark ii, Panasonic g7, and the Canon sl2. I would really appreciate your input. Thanks!",0.784
Thank you for your great videos. You are awesome. Can you recommend a very good lens and light set for this camera? Thank you.,0.9577
How would u recommend this over Canon EOS M6?,0.3612
What are the best lenses for this camera??,0.6767
Hey Sean! :D I need a wide lense for YouTube. I currently have sony a6300 with few lenses and I'm wondering if it's better for me to buy sony 10-18 lense or for the same price canon SL2 + canon 10-18 lense. Can You give me your opinion?,0.8034
The SL1 was my favorite and I'm happy to see they released an even better model of it.,0.8625
i wish this went up to 120 fps.. i'm debating about getting this as my main but also sony rx100 v for travel and that slow-mo 4k quality,0.2144
"You didn't give us the cons.
Like the fact the mic cable gets in the front of the screen...
It's suspicious since you had the external mic connected but never did you show us that problem which you knew about!
The idea I got was you were trying to sell us the camera, and you get a comission for it. 
I was expecting a more honest review, Sean.
I'm not saying the camera isn't good.
I have no idea.
I'm saying your video wasn't what it should be.",0.2154
QUESTION: Can I use a Micro SD card for this camera? because I have a Samsung tablet and I'd like transfer the videos faster since I don't have a laptop yet. thank you,0.6124
"I believe you have convince me... I watched your video ""Best Camera for YouTube Videos — Top 5 Video Camera Reviews"" (Published on Aug 29, 2017)  AND I THINK I AM GOING TO BUY THIS CAMERA. THANK YOU (I subscribed to your channel )",0.8816
Does the 50mm f/1.2 work with the autofocus?,0.0
"Sean, really appreciate all the great videos you put up. I am seriously considering this camera for my new channel. I currently have a Canon Vixia HF G10 camcorder, with native 32GB storage, and 2 SDXC memory card slots. It has a Canon 10x Optical Zoom HD Video Lens, Canon HD CMOS pro image sensor, Canon Digic DV III image processor, Optical Image Stabilizer and a 3.5"" swing out (selfie mode) touch screen. I usually shoot at 24P in FXP mode, it will also shoot 60i, PF24, or PF30 in MXP, XP+, SP, or LP mode. It is capable of full 1080p. It has an input for an external mic, and an ""S"" Mini Advanced Shoe (which I don't know what would fit on there). The obvious drawback is that you can only use the lens it comes with, it is not interchangeable like the DSLR's. How would you compare this G10 with the SL2 or even the 80D? Thanks for your help and your awesome channel.",0.9458
"Sean, can you speak to whether this camera can be tethered to a Mac for shooting stills in Lightroom?",0.0
How's the battery life?,0.0
should i get the sl2 or canon 70d?,0.0
"However in my country (ITALY) it's not so cheap: G7X MARK II costs under 500, this under 700 :o",-0.1027
What mic is installed on the SL2?,0.0
"I dont know why some YouTubers say "" budget"" cameras when its like 6 or 7 hundered bucks in my opinion budget camera is 3 4 hundred bucks",0.3612
"Hi Sean, I'm a makeup artist and looking to buy a great compact camera to photograph my work on clients- would you recommend the canon sl2 for makeup photography? I previously had the Sony RX100 iii that I loved but I lost it :(  Also would you recommend getting the kit lens or the smaller 24 mm lens?",0.3736
Does it do good in low light situations?  like outside as sun setting?,0.5661
Hey Sean good video but sl2 doesn't have a image stabilizer is their other choice or other solution thanks,0.8294
Hi! What's the best camera with a reasonable price I could use if I wanted to start a movie production? Thank you :),0.8748
"Sean, which MIC was attached to the SL2 during this video?",0.0
"Hello Sean, I was wondering if the SL2 would be a great camera for makeup tutorials ? thank you for your help :)",0.9062
"Duuude it's 700 dollars, I don't know if I'm too poor but it doesn't seam budget to me lol",0.3919
this or M6? I don't know!!!,0.0
"Hey, I'm looking for a good camera like the SL2 you reviewed but I only need it for training videos. So the camera would never move and it would be filming me writing on a whiteboard and talking. It this overkill for that, if so what would you recommend? Thanks.",0.8689
"Sean, get my SL2 tomorrow can't wait to start using it in combination with my Gopros! Also after watching a different video of your I made sure to order all my stuff from your amazon links! Thanks for all the great video's",0.8906
"Hello Sean, are there any decent camera's that can run off of power. I will be using it on a tripod mostly for video and also to take pictures for selling platforms. I guess i need a good all rounder but my only worry is dealing with battery life during long recording periods. 

Sorry if you have covered this but feel free to link me to your vid if you have ;)",0.5346
"Love your work Sean!  Anytime I'm in the market for a new camera, I hunt for your videos.",0.6696
"Once again, well done.",0.2732
sir plzz give me camera plzzz,0.0
Canon SL2 is $730 Canadian 😖... way to expensive!!,0.0
"You convinced me Sean to get this one, thank you for your very helpful videos! :)",0.8968
is it durable?,0.0
Hello! I need a dslr for YouTube videos and occasionally clicking pictures. I'm confused between this Canon 200D and Canon 700D. Here in india I'm getting Canon 200D with kit lens and canon 700D with two lenses at almost the same price. Please suggest me which one would be better. Is the extra lens I'm getting on 700D worth having?,0.6239
"Hey Sean ! I love your channel - thanks for everything!! (heart :)) I am really thinking about getting a LS2 - but... I wanted to ask you about the image stabilisation that comes with the kit lens (18-55mm) and the kit lens itself, if it is good enough for video/vlogging. 

Also the camera does not have in built imagestablization - do you think I can make nice run n gun videos anyway?",0.9057
Thanks Sean for the review. I really want to get this camera now.,0.5413
I really hope Canon pays you because I'm definitely buying this because of you!,0.7339
You're such a great help Sean! Thank you!! I was caught up in a camera dilemma,0.8582
Rebel t7i (800D) or the SL2?,-0.1531
Sean can you suggest which one is better t6i (750d) or SL2,0.4404
Hi Sean I got myself the Sony a5100 from Best Buy I’m trying to do unboxing videos I’m thinking of returning it and get the sl2,0.6369
T6i or the SL2?,0.0
"Hey Sean! New subscriber here.   I enjoy your videos, very informative.  Pls. subscribe to my channel as well.",0.7327
"Loving your informative tutes, knowledge and reviews, did I recall one video you compared pro dslr footage with canon rebel I can't find which episode do you or viewers recall?",0.5106
What microphone was attached to this camera?,0.0
"Love your videos. I'm just starting out and was looking at the Canon EOS Rebel SL1 refurbished from amazon. Is there that big of a difference in the newer  Canon EOS Rebel SL2. I have read the specs on both, but when shooting a video will the end result be much different.  A video on Canon EOS Rebel SL1 vs Canon EOS Rebel SL2 would be great if you had time. Thanks..........",0.7351
This is what I need,0.0
"I prefer *Canon EOS 80D: **https://goo.gl/bAb7nF*
It would be nice to do a review about it :)
Nice Review!
Cheers",0.8999
"I have used a d550 and an EOS M, trust me save your money. These new canon cameras only outshines the older canon's by a small margin. A margin that you can get by if you have post processing/shooting skills.",0.7579
"Hey everyone, i have a question. I'm a musician and i'm planning to film myself on events, those are generally low light conditions. Would anyone recommend this camara for those conditions?",0.1027
I got that exact setup for shooting videos here on YT. Thank you for the awesome video! Traded up to get this!,0.8011
"When I saw the title of the video I thought to myself if you are going to say the T6 I'm gonna be all over this but I actually agree with you, the SLII really looks like a nice camera with nice sensor and nice price, nice size, just a nice little camera, not amazing but considering price its really a nice package from Canon.",0.9831
"thanks for this video, very complete. I think its a great camera. Now I know which one will upgrade my SX400IS",0.7906
"Hi Sean, can you help, i am trying to find a United Kingdom listing for this camera and cannot find one anywhere apart from importing from Amazon USA. Can you (or anyone on this thread) please advise how i can find this in the U.K. 

Keep up the great work, i love your videos!! :)",0.9656
Great video! Super helpful! Subscribed!,0.9131
"I want to record video lectures, Which one is best from Canon 700D/200D, Nikon D3400/D5300? Please help.",0.8591
"was just thinking about getting a new cam. thanks for all the info, really helped me make a good choice. But I was also wondering, how dose the SL2 work in low lighting
Aloha and Mahalo",0.5719
"I bought the SL2 instead of a 6D Mark II, and I didn't regret the decision.  I then bought a 24-105mm F/4L IS USM, 70-200mm F/4L IS USM, Sigma 85mm f/1.4, 50mm f/1.8 STM, and a 10-18mm f/4.5-5.6 IS STM.",0.3252
5fps(sl2) vs 11fps(a6000) hmp!,0.0
sony a6000 vs sl2,0.0
"I shoot with a 1DX2 and 5D4 and I still bought this camera. I previously owned two SL1 cameras because their size and portability make them the absolutely perfect camera to take on vacation. I sure as hell am not bringing a 1DX2 on a fun trip, but bringing one of my full frame bodies has been cumbersome when I'm just trying to escape work and have some fun. This is a HUGE upgrade from the SL1 and I'm happy to using it. I really wish it had the AF system from at least the T6i, but the addition of Dual-Pixel AF makes it a wash. You're not going to be shooting sports with this thing, you're going to be creating images of moments and landscapes. It's perfect for that.",0.9844
Hey Sean what would you recommend between canon g1x and g7x?,0.3612
"Good review, and have you used any gimbal for stabilization while taking video with this camera or its inbuilt with stabilization",0.4404
Would you share the name of the microphone? I like its size and mount. thanks-,0.765
Is  SL2 is good for wildlife photography and low light,0.2023
"Wow...good review, I learned a lot...will budget so I can get one in a few months...we just stating posting videos..film",0.0
"Hi Sean! Thank you so much for all of the great information. I'm considering buying the sl2 for an intro to high school video journalism class. Along with the mic jack, is there also a headphone jack?",0.784
"Question: Have you seen the Sl2 in white? Per chance do you know anything about it, as it seems to be only available in Asia. And say, I picked one up via eBay, would it be relatively easy to get to grips with? Would there be any pitfalls or downsides to it. 

Thank you sir!",0.7936
This is like my ideal camera 😍,0.7096
Lol 10:06 I just pause it to go get food and come back and see this 😂 😂 😂 😂 lol lol 😂 lol lol,0.9413
Hey Sean! Where do you get the cool framed quote posters behind your workstation?,0.3802
Is the cannon PowerShot sx610 worth it,0.2263
I have the Sl1 and def will be upgrading such a great camera!,0.6588
"Hi Sean! I have a really important question to me anyway. I am currently in the Rebel 6t  (no i series) Is this a good improvement? Secondly, if I'm going to be putting items in front of the camera such as a lipstick for instance do you think I should do single flexi or face tracking? If you or anyone else could help I'd really appreciate it!",0.9261
I'm thinking of doing some athletics shoots would this work for that,0.0
"Always educational! Cheers for that. But do you know the Elf dude who wanted to be a dentist? (Rudolph) Change your hair and your views will go up. And, do you get much sun?",0.5792
Hi Sean can you do a comparison with Cannon 200D Vs the Panasonic G7 4K and which is better and which you would go for.,0.4404
YOU ARE MY SAVING GRAC E //YELLS . I was going to get a 70D but i only needed my camera to record tutorials/vlogs. And this camera is just perfect and because im really sickly its hard to pick up the 70D (my friend has one) anyways just THANK YOU,0.9288
"I love seeing so many new Youtubers and upcoming channels commenting on these videos 😅 definitely keep going, never give up!",0.8016
"Hi Sean, are SL2 and Canon 200D same?",0.0
"this costs about 12 iphones, honestly...",0.0
Hey can I get a shout out in your next video ? Pleaseeeee 😊😊😊😊,0.0
When will it come in india i like it,0.3612
please review Canon PowerShot SX730 HS,0.3182
"also this is the most helpful video you've ever given me sean, and I've watched almost all of them!",0.5244
if someone is selling this for under 550 hmu,0.0
Would you recommend the SL2 over the 70D?,0.3612
"hi. I wanted to know if have ever tried the Canon SL1 camera? Im starting a youtube channel for beers and wanted to get a nice camera to match the videos a friend took for me (you can check their video quality in this channel). Since the price of the Canon SL1 are really affordable (half the price of SL2), I just wanted to know if you've got any comments on in, specially regarding the autofocus video mode. Nice channel.",0.8316
"Hey guys, 
we just started our new channel where we make reviews of shitty cameras, all under 10$ and see what comes out of it
Go check it out if you want!
Thank you",-0.2714
"What do you think? the canon sl2 have just 9 af point and the t6i in the same price have 19 af point, its still the sl2 better for youtube videos than the t6i?",0.504
"Hello Sean, can I ask whats the best mic for Pentax XG-1 , its build in Mic too, but the problem is where I can put it ? Any suggestion for it. Thanks.",0.4404
Loved the b-roll on this video. Especially the bright green head band. That was so awesome.,0.9234
"Canon 200d vs canon 800d vs nikon d5600
Which is better?
1.travelling
2.landscapes
3.nature
4.some video too",0.4404
"Found your review really helpful. Subbed. Many thanks, man. Is it possible to get flat profile video shots from this camera? 
Love the writing on blue behind you by the way.",0.8805
Where do i get a ballhead for My gorilla pod?,0.0
Hey I was wondering if you can do a review on the T5i I know it is old but I am thinking about getting it so can you please do a review,0.518
What about the mike🎙?,0.0
"You should do a video on the G85, especially do a video on the GH5 or atleast the GH4 Panasonic lumix",0.0
"Hey Sean! 
So I just bought a second hand Canon 70D, with like 50mm 1.8 STM lens (instead of the Kit Lens; it was still a bargain), but it's too tight for like handheld vlogging.

I was wondering, what lens would you recommend for such a purpose?
I was planning to get the 24mm 2.8 STM lens, but would that be good enough, or should I go with something wider?
My budget is around like $100 - $250

Nice video btw. If I was patient enough to wait for this to be much cheaper in time, probably would've get it for like vlogging and stuff. Pretty much for cuz it's lightweight.",0.9824
What's your intro song called,0.0
"If you have the money, 80D or SL2?",0.0
I want this camera but I live in Ecuador we dont have those yet 😅,0.0387
The SL2 looks like the t5i. Is there a difference?,0.3612
that is *awesome* but the great camera for now is from my smartphone (for vlogging or photos and taking videos).,0.7684
"Great reviews, as always. You have, in the past, linked to an all-in-one setup that contains everything you need for this camera: tripod, wireless cards, case, etc.  Can you share again, please?",0.8225
"Hi, I'm pretty new to your channel! I would like it if you could suggest either a good starter camera for a filmmaker in training around the $100 price range (could be used, I don't care much about that) or suggest some features to look for in a really cheap camera. I was really wondering about a used canon vixia or maybe one of those action cameras that claim to shoot HD. I'd appreciate it if you could answer my question.",0.7625
I think that 600$ isn't very cheap,0.0
Where can I purchase that tripod you are holding the camera with,0.0
Sl2 vs 80d?,0.0
"Whoa this must be great , I have the RebelT3i and it's so heavy .",0.6249
"Sean!! I love you dude! love your videos. ive been watching you for about 2 years now and you really just nail a lot of the questions I have about camera tech. I always watch your videos before purchasing and before and after I set my eye on a specific camera and want to watch good reviews on. I always try to find actual raw footage of the cameras and things that have to do with cameras to help me decide in the end just what I want to choose for my next camers. I love your videos for one you have a great way to explain the most important details of the tech but mostly because you go into FULL detail. are there any cameras that have the whole nine as in external mic input, auto focus, articulating screen, aaand 1080p at 60 fps for around $300 or less or even around but still under $400 either new, refurbished or used, that you know of??? thanks sean! keep up the awesome content! :)",0.9837
Check this price out. Is this the right camera? https://www.eglobalcentral.com/canon-eos-200d-body-only-digital-slr-camera-black-kit-box.html?gclid=CjwKCAjw_8jNBRB-EiwA96Yp1jepyyw7IMmmrVk48FhgKEJ8P6SJMXZgeRBj6qfQw5zxmP9_VCy6IxoCQuoQAvD_BwE,0.0
"been looking for awhile now to replace the go pro, this would definitely do the trick! as i wanna invest more into lenses then the body .",0.4199
"hey people, what do you think? getting this camera or a nikon d5300? I come from a T3i and only have the kit lens. Which one is better for autofocus?",0.533
"Question for Sean (maybe everyone else as well), Canon Rebel SL2 vs the Canon T7i? Very similar across the board but I was just wondering if you had any thoughts on the differences between the two.",-0.0772
"i know a lot of people are giving this camera a miss because this camera as not got 4K.

If you think about it not many of us watch 4K mainly because most of us watch on our phones or laptop which most are not 4K.",0.2023
"Yeah, its cheap, if you live in the US... :(",-0.1779
Yup! I own the SL2. Real value for money.,0.4003
should i get the Canon SL2 or the Panasonic Lumix G7?,0.0
Maybe the Canon EF-S 10-18 mm?,0.0
"Hi Sean! 
What lens would you recomand on the Sl2 for vlogging? 
Thank you great content!",0.8011
80D Has a much higher bitrate and that means a lot including Youtube!,0.0
"You, sir, are so helpful in EVERYTHING!
I'm just starting out on youtube, and even though my old camera gets the job done for now, I'm looking to buy a new one. Thank you thank you for your wonderful videos and information!! After watching your different camera reviews, I have finally decided on the sl2!",0.9258
"Hi, first thanks for your review, it helps a lot while searching for gear!
What do you think of that camera for small cinematic setup ?
I've just try the sony a5100 for a ""cheap"" Cinematic setup with the sigma 30mm f1.4.
You can check all my cinematic ""cheap and small"" rig on my channel.
Anyway, thanks a lot for what you share with us !",0.8652
"looks pretty awesome, maybe this will be my next upgrade",0.8074
Another vid Sean. We have this camera and are loving it. Do you know if it's got digital image stabilisation for video like the T7i & 77D? Can't find that in the menus...,0.7506
Great & positive video about Canon 200D 👍,0.8271
"I Wish that i was able to afford a Sony a6300, if I you want to help me on the journey please swish me to 0729061985 
You can't call this number :-)",0.8649
Trying to decide between this one and the M6.,0.0
I'm sold.,0.0
"I have 4 years with a Canon t3i and I was considering upgrading to a 77d, but I think maybe this will get the job done. Main reasons to upgrade is the Dual Pixel AF and 1080p/60. What do you think?",0.0
Wow wooooooo it very best to make my videos.,0.8516
I currently have a Canon T3i and I'm thinking of getting a new camera that's good for photography and video. Should I consider getting the SL2? Or are there better cameras for $700?,0.7319
I'm looking for a good video camera with a mic input for under £300/$400,0.4404
"Thanks so much for this video (and your others). I spent a little money on the Neewer light kits but I'm still using my MacBook to make the videos. Meh. Not great but okay for starting and learning how to edit.  I've been looking for a compact, budget friendly camera. I wanted auto-focus, mic input, video, ability to change the lens, and the flip screen.This camera seems to fit everything plus more. Plus, you've researched and compared so many, I feel I can trust you since this is not my area of expertise! I'm sure I'll go ahead a purchase it this weekend, however I appreciate your idea of waiting for open box later as an option. You really are invaluable and kept me from making some expensive mistakes.",0.9267
"Hi Everyone, nowadays everybody speaks about a camera, what camera to use what lens to use for video and photography production etc... I bought the Sony a6500 with 2 lenses and I am very happy with this deal. In the past, I used a canon d60 with kit lens. I think the Sony mirrorless its good enough for me, after some footage I realized I need a good pc or laptop to editing this 4k and the 1080p 120fps videos. I use Adobe, what is the good choice of pc or laptop to editing this films with good experience of editing?",0.9392
"Sir your videos are amazing. I have been watching your videos for about 1 and half hour. 
Please make a video on best camcorder under 2500$ with input mic jack.
I will be grateful to you.",0.9231
"I want to buy a camera . For making you tube videos, wild Photography and very wide angle videos of drama, documentary, music videos and so on! So in these cases which I should to buy? In a word which is better for me Canon 80D or Canon Rebel SL2",0.4389
This cam would be a nice upgrade from a 1100d but I can't afford it. 😂😂😢😢,0.2263
it ain't cheep has to be in the 200 to 300 range for a newbe like me,0.3612
Can u make a comparison video of sl2 & t6i,0.0
I didn't know about this camera until recently on one of your other videos. I am sold on this camera. Will be my next purchase. Thank you for the great information.,0.765
I want it!,0.1511
I need this to take my vlogging to the next level. Saving my $$$$,0.0
I have the sl1 and. I love it! Where do you get your posters from?,0.6696
Hey! How much recording time does this camera allow before you need to stop?,-0.1511
Hey everyone! I'm really trying to grow my channel and i would really appreciate it if you could check out the videos I've made because i put a lot of hard work into editing them. Thank you and have a nice day :),0.8803
I'm sold you can send me that one in your hand. lol Great video like the points you made about the camera.,0.9118
"Sean, thanks so so much for this info. I was dead set on gx7 but ur absolutely wonderful. I'll save some money, get a mic plug and invest in myself! Been binging and rewatching all ur stuff just to make the best decision possible.",0.9557
just seen this link on Twitter it's a helpful video I'm in the market for a new camera,0.4215
Think media such a good video but more important such a good youtuber keep up the good work 👍👍,0.906
Hi Sean! I want to buy the rode video micro but it is a bit too expensive for my budget. I found 2 brands that is EXACTLY like the micro. It is the GIGIBON MP-60 and the COMICA CVM vm10. Which one do you think should I buy?,0.5707
Thanks for the video. There're no many good reviews about SL2. Thanks for this review again.,0.7579
Sean SL2 or Sony a5100???,0.0
Almost changing my nikon gears!,0.0
Almost changing my nikon gears!,0.0
I notice how you respond to pretty much everyone. That's awesome. The review is so on point. I can't wait to get my SL2 this November. Subscribed!,0.8221
Your videos are great! So many have been helpful in me getting my start on Youtube.,0.8016
Hey it would mean a lot if you checked out my photography based channel!!?,0.0
Guys I need some help. I can't decide if to get the Cannon G7x Mark II or the Cannon Rebel SL2. I want to do vlogs but I also want to do normal videos. I CAN'T DECIDE PLEASE HELP! Currently I use my phone for most of my videos and I want to improve. Thanks for your time :),0.8241
