Comment,Sentiment Score
"After many years of experience on Nikon (F70, D80, D90, D7000, D7200,Panasonic X9200 Camcorder) I decided to sell all the gear and get something less weight for photos and filming in one body.
I chose to go for mirorless, because they are more compact and lighter. After several searches and testing some cameras i had to choose between Sony A6300 and Panasonic GX8. It was hard because every camera has its advantages and disadvantages, both cameras are very good and they have photo and video quality (4k) very good in comparison with other mirorless in the same price segment.
Number of available lenses is a big decision factor while choosing your interchangeable lens camera. When we look at the available lenses for these two cameras, we see that Panasonic GX8 has an advantage over Sony A6300. The Panasonic offers a much larger array of lens options from Panasonic, Olympus and other third parties, on the other hand there are only 50 lenses for Sony A6300's Sony E (NEX) lens mount and they are ridiculously expensive.  ISO range of the Sony A6300 is more broad and another biggest advantage is the larger sensor area compared to the Panasonic GX8 43 sensor.  More ISO will sure help you get neat and clean night-shots without noise banding or color noise, Sony getting a full stop better performance due to the sensor. Dual IS in Panasonic GX8 is un-comparable, Panasonic becomes the world first company to feature Dual IS in a camera system, the Panasonic GX8 comes with built in sensor shift IS mechanism and when you add a OIS lens in the camera, the camera IS system sync with the Lens based IS system to give you ultimate result, Sony A6300 doesn't have this feature so you have to buy a lens with optical stabilization feature.The GX8 has a better EVF, touch screen, touch focus, and fully articulated screen; the Sony A6300 has none of those 

But in the end, the ratio of quality and price made me decide in favor of Panasonic GX8
Sony A6300 (998$) + Sony Vario-Tessar T FE 16-35mm f/4 ZA OSS (1248$) = 2246$ ,weight - 518gr. body+ 404gr. lenses = 922gr.
Panasonic GX8 (997$) + Panasonic Lumix G X Vario 12-35mm f/2.8 Asph (697$) = 1649$ , weight - 487gr. body + 305gr. lenses = 792gr. We have a difference of  597 $
With the difference of $ 597 can buy more accessories for the camera but what I found more interesting and useful is - ikan Beholder MS1 3-Axis Motorized Gimbal Stabilizer (599$) or  Big Balance Gibbon GN3 3-Axis Handheld Gimbal (600$)",0.9725
what mic are you using on the 6300? sounds great!,0.6588
I was at Best But today checking out this camera and it doesn't zoom at all. Its a fixed lens right? can a detachable lens fix that? also love the macro and fast focusing.,0.8677
"Hi Armando, This is a great video. May I ask what model of Speedbooster you are using? Did you have A6300 over-heating problem? What about battery life? Thank you in advance. Michael",0.6641
I've watched several videos about the a6300 and as an old man and a young camera guy I'm very interested in this camera. Own a canon now but am going to buy the a6300 but not sure about the lens yet. Thanks for a great review and you sold me! It will be my next camera just have to make up my mind on a lens. May be the sigma 18-35 art lens with the mc-11. Thanks again.,0.9348
Nice video! Keep it up!,0.5242
"Really,really great video Armando.
Keep up the good work,
Saludos,
From Dallas.",0.7906
"more camera propaganda. the video looks like shit--it's too fucking sharp you moron. and way to rip off casey, you fucking chump. (i'm such a hater lol)",-0.722
Loved the video! What mic did you have attached to the camera?,0.636
Haha he hangs out with ash!! awesome,0.8264
Music?,0.0
"@Armando Ferreira wow , All shot in SLOG 3?  wonder what porn looks like with this Image quality .",0.743
deberias hacer un canal en español,0.0
Nice work man 👍👌👏👏👏,0.4215
Gah can't decide if I'm gonna go for a g7 or save up for this,0.4939
no fully articulating screen pretty much ruined it for me...,-0.2111
"I shoot with my A7S at 20,000 ISO for one if my clients. How well does the 6300 do at 20,000 as compared to the A7S? I don't expect it to match the A7S, but I'd settle for close....",-0.0387
Great video. Are you having overheating?,0.6249
I might have to pick up a sony a6300 soon then !,0.0
Awesome review.  I have the Sony A6000 and will likely be purchasing this mainly for real estate video tours and film my daughters gymnastics. You must watch Casey Neistat vlogs...??,0.6662
Difference between 6000 and 6300?,0.0
With a super 35mm sensor for great video why would you not include an articulating screen?,0.8402
This video made me subscribed that was FIRE!,-0.5307
"Maybe I missed it, but what lens were you using in the video sample footage?",-0.1531
+Armando Ferreira what exactly is S-Log 3? I'm very new to the camera scene (main camera now is my 6S). I'm looking at picking up the A6300. Thank you.,0.3612
what mic are using on the camera.. looking for me a video mic.,0.0
This would be a great upgrade from my Canon 550d!,0.6588
Nice infomercial.  Hope you're on the payroll.,0.6908
Nice.,0.4215
I see that you also use your left eye for your viewfinder. Do you have any complains about the Sony for the left eye?,-0.3818
"Amazing video! Really considering an a6300 but just one question. Were the video samples shown at the end of the video shot with the 10-18mm, or the canon lens with the adapter?",0.4003
Was this video shot on a a6300?,0.0
Who else thought they were watching casey neistat at 4:02?,0.0
How about the rolling shutter ? I heard it's not very good?,-0.4557
I have an nx500 its pretty great. I love its articulating screen is oled which means the photos actually look nice unlike a washed out lcd. It takes photos that are at least as good as the a6300 as it has a 28mpx apsc sensor (the highest rated apsc camera on dxomark) but ill admit that the video isn't perfect not having slog or full sensor readout (1.6x crop) but since I got mine for $430 for a camera with a lens that does 4k video I can't complain.,0.6449
"When the specs of this camera where out I was going straight to buy it, but wanted to wait, after this month viewing all kinds of reviews I was not so sure what to do, but just saw your review and it put me on track again, simple & direct, truth said about best bang for the buck.
Just one question... is the jello bearable with non OSS lenses? may have to buy a decent tripod (or monopod better), that's my con because I like on the go filming.",0.8818
"Great video samples, the colours really pop!",0.6588
Ese caballo!,0.0
What was that canon lens? also loving my a6300 man! thoroughly impressed,0.8217
"I don't agree with some stuff you said in this, and you know why. I still love you though.",0.4749
Which would be better for vlogging sony a6300 or canon 80D? thinking of purchasing a new camera soon. any info will be appreciated.,0.7351
Awesome video!!,0.6892
with Ash? but but how? isn't Ash in UK?,0.0
Crazy good video Armando!!,0.2695
Awesome !! Quality and editing top notch :D,0.8889
Still don't understand why Sony doesn't have swivel out screens on their cameras,0.0
Is its low light capabilities as good as a7rii. what's is the highest base ISO for photos and video.,0.2023
is autofocus on this camera works only with sony lenses?,0.0
Why did I not check this channel out sooner! I loved it. Subscribed after this video.,0.636
Nice editing armando!,0.4753
What's the song when the sample videos are shown? Thanks,0.4404
"Love those video samples, I thought i was watching 4k for a moment",0.6369
Ashhhhhhh!,0.0
Please lower the background music level it's just annoying as heck.,-0.3818
What's dynamic range like and low light,0.4588
Awesome video as always,0.6249
Ash Taylor!!,0.0
i like that nissan jacket tho. (and the video too...),0.3612
Dammit!  Now i gotta sell my RX100 IV so i can buy the A6300!!!,0.0
can I use headphones which have built in mics? or is there any other solution?,0.3939
wow beautiful shots! awesome,0.92
Amazing!,0.6239
"Really good video bro, has the camera store vibe mixed with your own style.",0.4927
I have a a6300 is there a way you could be on video mode and shoot manual or do I have to be in Manual only. I wanted to know because I like to see how my audio levels are and that requires me to be in video mode but I like to have the ability to control the settings.,0.7391
"When the sample footage played with that music, I only thought of Casey Neistat.",0.34
Are stills pretty good too? as compared to a7 you mentioned?,0.755
"I just sold my gh4. If my primary purpose is video work, would you recommend I wait for the RX10 mk3 or just go with the a6300? The ultra slo-mo (960fps @1080) on the RX10 mk3 looks to be a great feature.",0.765
Amazing video! Love your videos! The shots were great! Did I see ash tailor shooting the video in this video??,0.9364
"Good video. I'll stick with my $600 G7 though. :)
Wish Ash would film my videos",0.8225
"this video is razor sharp......even too sharp to watch😂
fantastic!!",0.6351
it is 2016 and still have Jelly/Jello Shutter effects,0.0
"Oh man, this video is really tempting me to get one",0.0
Great video Armando!... And Ash! ;),0.7639
👍,0.0
this or canon 80d??,0.0
"Awesome job, I'm still thinking to buy it or not. But your video give me a lot of good stuff to buy it.
Thanks",0.872
"hey, awesome review! which speed booster did you use? also does the speed booster work well with sigma lenses for video? thanks",0.8674
A6300 or A7S if in camera 4K isn't a deal breaker?,0.0
So between this and a Canon DSLR (for video purposes) which would be your choice? Killer video as always!,-0.68
shutter roll?,0.0
dope quality,0.0
"Great video Mr. Armando! Amazing, quality footage! Would you mind sharing what mounted mic and wind shield setup you've got on the a6300? Gracias!",0.9114
that footage music was very Casey Neistat. me likey,0.0
"Amazing video.Great work!
Makes me want the camera more than I ever did!",0.6892
is it better than the Panasonic   G7??,0.504
"nice work guys, really enjoyed this one",0.7501
Would this be good for vlogging? I have a lcd that tilts so you can see yourself. Any recommendations?,0.504
crazy awesome video Armando!,0.4574
thanks for the review...you need to turn down you background music...nice camera,0.4404
"Amazing video Armando, this was insane!",0.3382
Well done! I really liked it and wanna pick this up soo bad!!,0.3755
Wow the graded footage looks beast. Great video man.,0.836
"Armando, what about low light capabilities? I know you have showed some footage but can you go a little bit more in depth?",-0.2287
Amazing video!,0.6239
Dope video!,0.0
Nissan?,0.0
Awesome video that camera is boss shout out to Ash to,0.6249
More dlsr reviews pls :),0.552
"It lacks the articulated screen, and IBS :( Do a low light comparison against the A7s, please?",-0.4019
Great video! I can see the Casey Neistat inspiration with the test footage ;),0.8655
Still waiting for your Android be iOS comparison...,0.0
Awesome video man.  The footage from this is killer.,-0.0516
"Well done Armando, Ash, and Carlos!",0.3382
Loved the video!,0.636
What a well done video.  Loved it and seriously contemplating getting that camera.,0.6486
Superb video. Awesome work Armando & Carlos & Ash!,0.8588
"You can already pay more money for IBS, haha.",0.3818
"stunning work man, making me want to upgrade my camera",0.4404
"idk, I'm still not sold on this camera...",-0.1027
