Comment,Sentiment Score
Can you tell the details of the difference between this and the GH4 and GH5.  Trying to decide on a good cinematic filming camera.  I know those are better but this looks great too.  There are so many models to compare it to.  I also was leaning towards the a6500 and A7sii,0.8608
Link for the speed boosters?,0.0
You sound like falcon from gameranx🤔,0.3612
Great review just what i'm looking for!,0.6588
This dude’s fake radio DJ voice is ridiculous,-0.6808
"Looks to be a great camera, even if no weather sealing. Just looked on ebay (UK), and preowned there is one available in excellent condition for £160 with 14-42 lens! I wanted the 14-140 lens as an all rounder, and that is also available for £160!! So add the £15 postage and there you have a kit for a mere £335!! Or if you must have a new one it is £438 with a 14-42 lens after £50 cash back at UK digital! The preowned stuff on ebay has always been great-had several lenses and a camera like that-and all looked like new!!",0.9147
"So I am trying to start a photography business as well as begin making videos. I have a budget of around $1000 (I am 17) and I have a few wants/needs for a camera. These include: Sharp image quality, at least 6 fps shooting, at least 1080p 60fps (slow motion is something I will be doing) but 4k would be much better, at least 20000 iso, wi fi and bluetooth as well as time lapse mode would be nice, tilting display, good auto focus, microphone port (not necessary but it would be nice), a touch screen would be great, Environmental sealing would also be nice, lots of lenses to choose from. So those are my needs/wants in a camera, It will be for everything from landscape photography, to product photography, portraits and the video will be used just as much. I have narrowed my search to 2 camera that I have found and can get for the same price right now. They are the Canon T7i and the Sony a6300. The kits I found have the following: Canon T7i, EF-S 18 - 55mm IS STIM, EF-S 55 - 250mm lens, filter, battery charger, 2 batteries and camera bag or the Sony a6300, 16 - 50mm lens, battery and charger. Both kits cost the same. I am having trouble deciding, I like the T7i for the ease of use i.e. touch screen, fully articulating, lots of lens options, good button layout, classic dslr feel and the 60fps 1080p is the only reason I want to pay more for it over the T6i which is $500 off at the moment as I want to do slow motion. But I am disappointed that it doesn't have 4k which is why the sony a6300 is nice. I like the 4k capabilities and the 1080p 60fps. Really both cameras have similar photography capabilities. But I am disappointed that the sony a6300 doesn't have a touch screen and the numerous articles about sony a6300's over heating are worrisome as well as the poor button layout.  Anyways, my question is which of these 2 packages is the better option for my needs as both are the same price and if you have a better option to recommend please let me know! Thank you very much and I hope to hear some replies soon as the deals are time sensitive. Thanks.",0.9943
No decent audio input and crop. this is deadly,-0.296
So  can you modify values like iso and ev on video mode?,0.6369
Is it still worth buying if your just planning on shooting 1080p?,0.2263
$500? ....Who's stealing from who?,-0.6199
"How does this compare to the FZ300, is it a step up or down?",0.0
do you recommend it for shooting pictures?? is it also powerful in shooting pictures?,0.7041
"I'm all for it. I need it for interviews and a roll be roll shots. I needed an external output, flip screen, and recording time of atleast an hour lol. I think as beginner it hit all these marks. However I don't see how I'll need the 4k aspect of it.",0.4215
"GREAT AND AWESOME REVIEW! BTW, IF I AM GOING TO BUY THIS CAMERA . IS THERE ANY CHARGER OR STRAP OR ETC. INCLUDED ?? OR JUST THE BODY ONLY ?? PLS REPLYYYY",0.9319
Eheeemm.. sony!😂😂,0.0
"He says BEST camera!! Yet list's off all these things wrong with it! and says ""oh yea you can get it cheap""  he shows amazon, which is where he purchased it I believe! Yet explains there is button malfunctions happening! YEA BEST CAMERA EVER EH!!!!???? Pfffttt  seems like a dud to me, and also seems like dont buy this kind of thing from amazon, on those sales! seem like they're giving their customers junk stuff! broken stuff thats why its on sale!!! ahahahahahahhhhaha",0.9524
Juan Bagnell??,0.0
can it shoot video for more than 30 mins at a time?,-0.34
Great review. Do you think this would be a good video camera to shoot Stock Video to sell on the web?,0.6808
What's the computer featured? Custom made?,0.0
I kinda feel left behind because my only 4k video recording device is my iPhone haha. Should I be fine if I don't have any dedicated 4k cameras for a while?,0.3226
Excellent video! I will be investing in this camera here soon. Thank you for the great explanations and review.,0.8908
To bad it has no image stabilisation. It is a feature i don't want to miss.,-0.6681
Thanks for sharing that good info.,0.8225
What about the GX85?,0.0
It is 800 dollar not 500 ok,-0.2235
"Would you be able to add an adaptor for the canon 10-18mm lens so that auto focus and stabilization still work? I'm u sure if I should get the g7 or eos m3 both with 10-18mm lens on! (For vlogs) would be amazing if you could help, thanks :D",0.9435
I almost got this camera on Cyber Monday .  Oh well.,0.2732
"How you liking Never Dead on PS3? LOL! I love bad games, but that one was so bad that I couldn't even finish it.",-0.0912
Also the record time is not an issue...who records for an hour straight?,0.2263
I would say the GX85 is better at 500 bucks. I just got 2 new ones for 440 each,0.4404
It's 797$ now :(  :(,-0.7003
Really solid video man 🤘,0.2247
That is a great camera! Very happy with mine!,0.865
"My friend recently left mine on top of the car. Decided to go with this camera again! 

Was planning to get a sony for the auto focusing but I am now convinced to go back to the g7.",0.7463
Pro tip: my Sony a5000 has identical hooks that are easily removable. You take off the plastic clips with a little bit of force and then just take off the metal hooks like a key ring.,0.5994
but in another video you say 5 reasons not to buy the G7??,0.0
"I'm about to get this camera, I already know a lot about it but I still like to watch videos like this about the G7. That's because I like to see what YouTuber does a great review job. My subscription is looking a bit bland lately. Your video is by far the best and I enjoyed your humour throughout! Definitely liked and subscribed. Also, I noticed your server rack - nice! Do you have a studio tour video that features your unit? I'd love to watch it.",0.9943
For your helios M42 lens you bought a focal reducer of 100$? Haha for 10$ you can adapt m42 to FD :D,0.7925
I'm desperately looking for a camera that has a clean hdmi output and whose live view doesn't shut off after a set length of time. All for the sake of capturing video externally. My Nikon D90 has neither of those features but I refuse to give up the bokeh.,-0.4118
The glitch with the manual camera to camera video happens to me too,0.0
that was really good.,0.4927
"The G7 goes BACK and FORTH from *$497 to $697*, just crazy. Sadly it has a horrible AF. This camera is just good for non-moving persona or objects, like interviews.",-0.5106
I dont know if this or the canon g7x mark ii would be a better fit me. The 200 dollar price difference but could get a lense for this camera... hmmm much more research to do. Awesome video👍🏻,0.8537
"You'd be better off getting the new G80/85, that weather sealing might just save the camera one day and the other small improvements also do make the extra 100 or so dollars worth it",0.8617
It doesn't exist on amazon(Canada) or any camera store :/,-0.34
"Hey! would you recommend this 📷 for shooting a short film? I have a T3I, but I want to upgrade.",0.3595
Very Good Review!,0.54
Can someone help me find the basic kit at the price of 500$?,0.4019
We just grabbed one of these from B&H for $597 with a 14-42mm lens! The footage so far is stunning!!! We cannot wait to start sharing this beast.,0.7803
"Dude, you CAN remove the rings ya know",0.0
"You said PP, haha",0.4588
"It is my event video camera. Coupled with my Tascam DR-100 mk.3. I have my ultimate rig for less than a grand. Fantastic value for video. Decent photo image camera. My Nikon D5500, and D7100 had better focus and image quality. Overall the G7 is winner. I am a fan. My vlog camera is here!",0.9455
Hey buddy I know you got different camera here. But still I know you understand mics etc so I would like to ask you what mic you will recommend me for canon t5i if is possible for some cheaper price. Thanks a lot :],0.8854
Good review mate! :),0.7345
"thats the one thing i hate about the g7, how lightweight it is, my shots are barely stable..",-0.5719
A black frame every 4gb or so? WTF! That is completely unacceptable for any use!! JUNK IT!!,-0.9051
Can you please tell me the battery life of this camera.,0.3182
"Just curious, do you edit out all your breath marks from your VOs, or do you have it gated?",0.3182
"Great review, well informed and the comparison of stills was much appreciated as it is lacking in many other reviews. Thank you",0.9001
"I've had one for a few months, they're amazing for the money.",0.5859
"Upload date: June 12, 2017
It's July 25 and the price has shot up back to $800 (list price). 
Oy vey. 
How common are sales on this thing?",0.0
Wait whaa? Are you walking a cat?,0.0
B&H now have $300 off on the GX85 with the 12-32 lens.  $497 with free shipping.  This camera adds the inbody stabilization which becomes dual image stabilization with a stabilized lens (the included one is also stabilized).  This is a better deal than the G7.  I do own a G7 and its great.  I loved it so much I ended up with a GH5 as well but still take my G7 anywhere I worry about theft or damage (hiking and such).,-0.128
They just raised the price to $800 :(,-0.4404
still not being able to afford it..fucking shit,-0.5574
"I bought the G7 a while ago but I found that a fair amount of the pictures and even the video could come out a bit grainy, even in daylight without the ISO cranked up. Any clue why?  Am I a bit of a camera noob :)",0.7684
Why can't I buy this thing without a lens??,0.0
"Great review pal, helped me make my decision in getting this camera :)",0.7964
tnx because in the youtube no one say that,-0.0258
hi...are you sure the g7 support external rec with 4.2.2 ?,0.6124
"sounds like you like to shoot in auto mode with the T3i, have you tried using auto ISO in manual, that's IMO perfect if you like to not mess much with settings and don't like shooting in AV mode :) I try to stay away from the ""normal"" Auto mode^^",0.9372
I wish i didnt bought the canom 70d,0.4019
still rockin the 600d.. def gonna focus on an upgrade soon tho glass is the primary objective atm,0.0
This Camera is beast! But panasonic's colors / white balance is not something to brag about... so you gotta have good color grating,0.4199
why my camera panasonic g7 shot  in 50 fps and not 60 fps?,0.0
Awesome review on the G7.  I've been looking at getting either the G7 or G85. I want to get back into doing video and some photography.  Thanks for the info. And it's cool to see some good content coming out of the same area near me.,0.91
Was that lens at the end the Rokinon cinema you were talking about? Do you remember the price? Thanks!,0.5502
"""Gear might not matter, but the right gear does make a difference"" 👌 so so true
great review bro",0.9309
"I've got a Minolta X370 Just like that, Mint condition. It works great, holding down a messy pile of papers on my desk. What a nicely built camera though!  ...I keep thinking there's gotta be something more useful for it than this!  ...Nice Video!",0.9015
Canon 750d OR Lumix G7,0.0
can it do slow mo in 240 FPS?,0.0
Good for intensive photography? and some video (almost none),0.4404
The amount of bang for your buck with this camera is insane.,-0.4019
Thanks this was really help full the rewiew is Great,0.8748
tip top review - have subscribed to your channel so keep up the good work,0.5719
Interesting,0.4019
Showing Linus got you a subscriber,0.0
"Such a noice camera with that kit lens, i picked it up for $450",0.0
would still go with the sony A6000,0.0
DMC reminds me on DeLorean :) btw good video,0.7096
"Now that the g7's aren't on sale, still worth the buy at 800$?",0.2263
So you said you can not take a still picture from the videos is that correct?,0.0
Just found your channel. Love it. Subbed.,0.6369
Nikon A900 is the best Budget 4K Camera (US$379).,0.6369
"I have the Panasonic Lumix DMC-TZ7 , when this DMC-G7 is ACTUALLY AUD$500 ill look into it , but currently for AUD$800 its a bit much",-0.2263
I shoot weddings with g7's!  Huge bang for my money,-0.1007
Which lense do you use to film this with a nice depth of field?,0.4215
"You should get the mode dial switch thing checked out because that has never happened to mine. I love my G7! Great value for money, and with the work I do, it's not worth spending anymore than absolutely needed.",0.8841
"Nicely described video about the camera specs but if you like this camera for its 4K capabilities, shoot something better than a keyboard and a cpu.",0.714
Canon video just doesn't cut it - I'm tied between this or the A7,0.2057
I shoot with a D3200 and a 50MM and my camera too is noisy at ALL ISOs it crazy how much gear does matter when you are trying to take up your quality. I'm definitely looking at picking up a G7 or G85 soon. Great video by the way.,0.34
How much battery lasts on non-stop recording?,0.0
"Awesome review. Gonna get this in a kit for about 650 (microphone, tripod, bag, the whole shabang). This video pretty much sold me. Great work",0.9081
"Thanks for the review fam, I need to buy a camera for start",0.4404
"I have the G7, it is like a vloggers starter pack camera, it has 4k video, long battery life (I have gone through at least 4 hours of shooting before a low battery indicator has flashed)
you can program the buttons to your liking, need to put a cannon lens on there? Fine! just spend £10 on an adaptor and your grand, it has most importantly the vloggers paradise.......in built time lapse mode, the camera can do a time lapse and put it together for you! It isn't a gimmick it has proper settings proper manual control, probably one of the most bang for the buck cameras you can ever buy....period, this is what £600 can buy you
when i got mine i couldn't find a silver one, so i assume they must be rare, which is sad but it still looks great,  

My message of this comment: Fucking buy the damn thing already, there is no better option",0.8193
"Had this camera since Christmas. A REALLY great camera, I suggest that anyone should pick this up, budget or not.",0.7291
definitely thinking of getting this soon!,0.4574
this camera sucks in bad weather tho and it's really hard to find wide lens or lenses that aren't so much money. and i have a question I have a 8GB 6th gen intel hp do you think tho 4k video will destroy my laptop,-0.8805
"Cool video Adam! Also, since you are doin' well with tech can you help me with something? I want to start streaming in Twitch using my MacBook, but unfortunately I don't know how to implement desktop audio in OBS, such as it's not there in any Apple's computer. My OS version is El Capitan 10.11 and I run the latest version of OBS. Is there any way I can have desktop audio? Thanks in advance!",0.709
Thanks for the review. What format can you film 4K in on the G7?,0.4404
i know this is random and late but i didnt know you were on valve guides!,0.0
"should put some links on the lens you use, well the other ones besides the kit and the roki",0.2732
Awesome review. One day I'll get a nice camera like this.,0.8555
Nice review!! Good vídeo ;),0.8011
I currently use the Canon 80D w/ Sigma 18-35mm lens and whilst its great it frustrates me that the 80D doesn't offer 4K. Although I'm hoping that Magic Latern perform some magic in the near future.,0.6124
"How do you know what adapters to get for your vintage lenses? I have a g6 and have been wanting to get some vintage Russian lenses but don't even know where to begin with the adapter mounts.
Good vid btw 👍",0.5927
"So crazy that the G7 shoots in 4k at 16MP, I have a Pentax KS2 which has 20MP and shoots 1080p. I do more photography tho as I travel a lot. 

How is the market for panasonic lenses? I've been on the fence of getting my mom a dslr and $500 is a great entry for something modern.",0.3415
Does this camera have a higher framerate option?,0.0
"I love my G7. Still getting used to all the features, but it has worked great for video and photo. Great review!",0.945
Any recommendations of where you'd look to buy used? Anywhere reputable?,0.0
idk if my dad is gonna get through with getting his nikon 80d repaired or just buy a new one (a body with the same mount for the lenses),-0.1027
"I bought it 5 Days ago but im in another country, so i need to wait more. I hope this camera worth the money. Can you make a Lighting guide video.
pls. I Love your chanel. btw : What mic is that?",0.9311
is the photos nice?,0.4215
catttty,0.0
Picked mine up last week. Took the savings from the body and used it on great glass. This camera is amazing. LOVE IT. Kit lens is great also.,0.958
"G7? WHYYY?
The G81 is soooo much better: very well OIS, water and dust resistant, full magnesium caseing...",0.6861
nice review. i couldnt buy it where i live so had to get the a6300.,0.4215
"in terms of videography is it better then the 70d for someone that doesnt care about 4k??
nice review man👍",0.5318
First.,0.0
