Comment,Sentiment Score
"Nice to see some D300 disciples on here... still love mine, still chugging along flawlessly... and I do a sports shoot pretty much every weekend (triathlons/cycling/fell-running etc).
Aside from the obvious- prob' the best feature over lower end cameras is the AF fine tune- I couldn't live without it- regularly shooting in poor light/wide open- so AF accuracy is more critical...",0.8591
What a great camera with 100% viewfinder! Same sensor as D5000 and D90 am I right? Kari from Finland .. Ayy,0.6588
Oldie but goodie. I have one also that I bought when it first came out.  The D300s has 2 card slots.,0.0
In January 2014 I replaced my D300 with the D7100. The D300 sat in an extra camera bag until Dec 2015 when I had it infrared converted. From 2008-Jan 2014 I shot thousands of images with it and really enjoyed it. It's one hell of a camera!,-0.318
Is this camera good for a beginner photographer or it's too complicated?,0.4404
I am very proud of my Nikon D300...A Big Like for you my friend...,0.7089
The Nikon D300 is in a class of its own no point in trading it in for D7200 or D500.,-0.296
why a camera bracket,0.0
"I own two D300s, each with the grip feature. Bought them used over time. They allow me great latitude and for cheap $",0.7184
"Thank you! This was EXACTLY the video I was looking for. I'm interested in sports photography and had very tight budget. This camera is ideal for me, because with the battery grip I could get 8fps.",0.8356
"hi sir, nikon d300 have kelvin white balance? thx before.",0.3612
What's a fair asking price for a D300? I have a coworker looking to sell me one and I don't think he'd take advantage of my lack of knowledge but it'd be nice to know around what I'm looking at,0.6369
Hello Photofonz.... nice video... i have two D300 bought used and they work very well... i especially like how the black and white pics come out...,0.7056
Hi I am Looking To Purchase a camera the Photography Teacher told me to buy a Nikon 3300 but He also showed me a D300 Is  the 3300 that much better to spend double the money,0.5927
can i take a photo in RAW with d300?!,0.0
"You did a very nice job on this video. I purchased my D300 through E-Bay about 7 months ago to compliment my 2 D3300's that I have. My question is it appears you aren't using your D300 anymore. What camera are you using now? I've been thinking in getting rid of my D3300 and going with a new D7100 because of the $500 instant rebate putting the cost at $688 which isn't bad for a new camera. Or do you have any thoughts on a older model of camera that would be a better buy? Best wishes, Duane",0.9524
I think I'm going to buy this camera as wildlife camera...it's great to know that is still great body!,0.8588
"Hi there, wanted to say nice video.  I just picked up a D300 on ebay, just like you said, $240-$300 - before seeing this video, though.  I agree with you.  I'm not a photog, but appreciate a good camera.  Coming up from a d40 to d300 was quite a change, but thankfully prices allowed me to pick this up.  So, appreciated your video .",0.9366
how much better or worse is the D300 vs the D90?.... excluding video capability.,-0.0516
"I picked up a used D300 this past July for $175.00 as a second body to shoot events along with my D7200. I keep my 50mm 1.8 on it all day long or even my 17-50mm 2.8. D300 has internal focus motor, so old Nikon lenses work on it along with my D7200. Couldn't be happier with the D300. Even picked up a third party battery grip, which increases the fps and makes it easier to shoot in vertical orientation. Very heavy camera, but clearly a tank when it comes to durability and weather sealing. I know this is a camera body I will keep for years. Thanks for your expertise.",0.7822
I have always wondered what happen to all the older cameras,0.0
Great video,0.6249
My D60 broke six months ago and I replaced it with a used D300 (paid $200.00).  I am very happy and I may purchase a Used 700 (for full frame).  I see no reason to spend $2000 for a D500 (I'd rather spend the money on lenses).,-0.0018
"Tks a lot; your video encourage me using my D300,  I thought it was out of date facing the new technologies.",0.5106
"I just bought one with the mbd 10 battery grip and 27k shutter count with boxes and instructions,i love it amazing classic camera.",0.8402
"I've only been shooting for just shy of 2 years but in that time I've went from d3200 through d7000 and now have a d7200, d700 and d300, I wont part with the d300 or 700 firstly because they're so inexpensive but also I find their images so pleasing to the eye. In fact I'm going to buy another 300 and 700 for the closet as spares, two cameras that are far too good to be pushed aside by new technology.",0.886
"Love the D300! I didn't understand when he said ""2 live view modes""?. Motorised body is probably my favourite feature. Great video!",0.8715
I still shoot with my D300 til this day.,-0.34
"+Photofonz  ...Way to Go Photofonz, Nice Video!  I've still got mine too. It's actually worth way too much to me, to sell it so cheap on eBay, so I use it when I don't want to carry the D810 or D7200 (Marches, Protests, etc.). Also, I keep thinking of the $1795 that I paid for it, and it's still in Great condition. When the right opportunity comes, I'll probably give it to someone just starting out, someone who will appreciate it's image quality.  ...Hey, it's good to see you making videos again, thanks!",0.9556
Great Video!,0.6588
"great video,  I got mt D300 about 2 years ago with a battery pack for $600.00, the camera only has about 10.000 shutter activation's, so it's like new. i have used it some but bought the D750 not too long after that, so it has been in the closet. you make me want to start using it again. thanks,  Ive had a gem all this time for sure.",0.8931
"Bless you for this vid, so true, i have a D200, my first ""serious "" camera....i call her Trudie...lol, i upgraded to a Sony a6000, great camera....but do you know what, i still go back to Trudie, i am a manual focuser.....she never lets me down, image quality is superb. I will hunt down a D300, the build and specs on these camera's are awesome.",0.9608
D200 wasn't bad either and you can buy one for next to thing.  However I am seeing D7000s go for $350 used and D300 about the same.  As I see it the trade off would be the amazing Sony sensor in the D7000 for the pro body.,0.7684
I use this camera every day even though I have a D700 and D800E. It's a great camera.,0.6249
"Why does NO ONE ever mention ""Bracketing""",-0.4466
D700 is much better,0.4404
"Thank you, Sir..I' m just buy the D300 demo store..600 Shoot...Like It!",0.4199
"Still using mine.  Plan on upgrading to the D500 later this year, but the d300 is still very capable.",0.5913
I agree. The D300 is more than anyone should need. I used it for some years professionally and it has many advantages. Two of which are the build quality and pro layout. Great review!,0.8553
I really like your videos thank you for sharing your expertise,0.796
You asked me to check this video out after I commented on your Do You Really Need Full Frame video. Okay this video is just plain awesome. I wish more people went back and reviewed products that are older but could still have a place somewhere. I have a D500 but I still like to use my D300 a lot. It's always like an old familiar friend since I've carried it for 9 years. BTW your photos are awesome.,0.9694
This is really helpful thank you,0.707
